@relation 'final_des3 - Copy-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last_predicted'

@attribute DATE {Weekday,Weekends}
@attribute TIME {Night,Evening,Mid_Night,Early_Morning,Afternoon,Morning,Noon}
@attribute Road_type {Road,highway}
@attribute ENVIRONMENT {'01 - Clear','05 - Drifting Snow','03 - Snow','02 - Rain','04 - Freezing Rain','07 - Fog/mist/smoke/dust','06 - Strong wind','00 - Unknown'}
@attribute LIGHT {'07 - Dark','01 - Daylight','05 - Dusk','03 - Dawn','00 - Unknown'}
@attribute SURFACE_CONDITION {'01 - Dry','06 - Ice','02 - Wet','04 - Slush','03 - Loose snow','05 - Packed snow','00 - Unknown','99 - Other','08 - Loose sand or gravel','07 - Mud','09 - Spilled liquid'}
@attribute TRAFFIC_CONTROL {'10 - No control','02 - Stop sign','01 - Traffic signal','03 - Yield sign','07 - School bus','09 - Traffic controller','11 - Roundabout','08 - Traffic gate',Unknown}
@attribute 'prediction margin' numeric
@attribute 'predicted COLLISION_CLASSIFICATION' {Injury,'P.D. only'}
@attribute COLLISION_CLASSIFICATION {Injury,'P.D. only'}
@attribute IMPACT_TYPE {'02 - Angle','01 - Approaching','06 - SMV unattended vehicle','03 - Rear end','07 - SMV other','04 - Sideswipe','05 - Turning movement','99 - Other'}
@attribute Location {Ottawa_west,Ottawa_south,downtown,Ottawa_east,mid_town}
@attribute NO_OF_PEDESTRIANS {0,1,2,4}

@data
Weekday,Night,Road,'01 - Clear','05 - Dusk','01 - Dry','01 - Traffic signal',0.499991,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',0.558822,'P.D. only','P.D. only','03 - Rear end',Ottawa_south,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.849054,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Night,Road,'02 - Rain','01 - Daylight','01 - Dry','10 - No control',0.437498,'P.D. only','P.D. only','03 - Rear end',Ottawa_west,0
Weekends,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.815788,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Night,Road,'03 - Snow','07 - Dark','03 - Loose snow','10 - No control',0.882345,'P.D. only','P.D. only','07 - SMV other',Ottawa_west,0
Weekends,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.575756,'P.D. only','P.D. only','07 - SMV other',Ottawa_west,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.647058,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Afternoon,highway,'01 - Clear','01 - Daylight','06 - Ice','10 - No control',0.555547,'P.D. only','P.D. only','07 - SMV other',mid_town,0
Weekends,Evening,Road,'03 - Snow','01 - Daylight','05 - Packed snow','01 - Traffic signal',0.777765,'P.D. only','P.D. only','03 - Rear end',Ottawa_west,0
Weekends,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.999979,'P.D. only','P.D. only','06 - SMV unattended vehicle',Ottawa_east,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.999992,'P.D. only','P.D. only','06 - SMV unattended vehicle',mid_town,0
Weekday,Mid_Night,Road,'01 - Clear','05 - Dusk','01 - Dry','10 - No control',0.391302,'P.D. only','P.D. only','03 - Rear end',Ottawa_east,0
Weekday,Noon,Road,'01 - Clear','01 - Daylight','05 - Packed snow','01 - Traffic signal',0.802815,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Noon,Road,'03 - Snow','03 - Dawn','05 - Packed snow','02 - Stop sign',0.777775,'P.D. only','P.D. only','07 - SMV other',Ottawa_east,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.941172,'P.D. only','P.D. only','04 - Sideswipe',mid_town,0
Weekday,Afternoon,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.363634,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Evening,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.913038,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Afternoon,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal',0.666661,'P.D. only','P.D. only','03 - Rear end',Ottawa_east,0
Weekends,Noon,Road,'01 - Clear','01 - Daylight','05 - Packed snow','10 - No control',0.714271,'P.D. only','P.D. only','07 - SMV other',mid_town,0
Weekday,Noon,Road,'01 - Clear','01 - Daylight','05 - Packed snow','02 - Stop sign',0.499997,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekday,Early_Morning,Road,'01 - Clear','07 - Dark','02 - Wet','10 - No control',0.999979,'P.D. only','P.D. only','06 - SMV unattended vehicle',mid_town,0
Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.818171,'P.D. only','P.D. only','05 - Turning movement',mid_town,0
Weekends,Mid_Night,Road,'01 - Clear','05 - Dusk','01 - Dry','01 - Traffic signal',0.534246,'P.D. only','P.D. only','05 - Turning movement',Ottawa_east,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.806448,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Afternoon,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.709089,'P.D. only','P.D. only','99 - Other',downtown,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.771427,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekends,Early_Morning,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.759996,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekday,Afternoon,highway,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control',0.857134,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Noon,Road,'01 - Clear','01 - Daylight','05 - Packed snow','10 - No control',0.833323,'P.D. only','P.D. only','07 - SMV other',downtown,0
Weekday,Noon,Road,'01 - Clear','03 - Dawn','06 - Ice','10 - No control',0.777765,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Night,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.685713,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Evening,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.999984,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.765431,'P.D. only','P.D. only','04 - Sideswipe',Ottawa_east,0
Weekday,Mid_Night,Road,'03 - Snow','07 - Dark','03 - Loose snow','10 - No control',0.862065,'P.D. only','P.D. only','07 - SMV other',Ottawa_west,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.999979,'P.D. only','P.D. only','07 - SMV other',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.688073,'P.D. only','P.D. only','06 - SMV unattended vehicle',downtown,0
Weekends,Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.846144,'P.D. only','P.D. only','02 - Angle',mid_town,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',0.61702,'P.D. only','P.D. only','03 - Rear end',Ottawa_west,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',0.694214,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.230767,'P.D. only','P.D. only','05 - Turning movement',mid_town,0
Weekends,Night,Road,'02 - Rain','01 - Daylight','02 - Wet','10 - No control',0.659572,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.445782,'P.D. only','P.D. only','05 - Turning movement',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','02 - Wet','10 - No control',0.749986,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.935479,'P.D. only','P.D. only','06 - SMV unattended vehicle',downtown,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.561403,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekends,Afternoon,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control',0.999987,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Afternoon,Road,'04 - Freezing Rain','01 - Daylight','06 - Ice','01 - Traffic signal',0.599994,'P.D. only','P.D. only','05 - Turning movement',Ottawa_east,0
Weekends,Early_Morning,Road,'03 - Snow','07 - Dark','04 - Slush','10 - No control',0.99999,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',0.390243,'P.D. only','P.D. only','02 - Angle',Ottawa_south,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.619043,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Night,Road,'03 - Snow','01 - Daylight','03 - Loose snow','01 - Traffic signal',0.933329,'P.D. only','P.D. only','05 - Turning movement',downtown,0
Weekday,Night,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.685713,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal',0.784614,'P.D. only','P.D. only','07 - SMV other',Ottawa_south,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.666663,'P.D. only','P.D. only','03 - Rear end',Ottawa_east,0
Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.272724,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekends,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.571428,'P.D. only','P.D. only','02 - Angle',mid_town,0
Weekends,Mid_Night,Road,'01 - Clear','05 - Dusk','01 - Dry','10 - No control',0.864863,'P.D. only','P.D. only','04 - Sideswipe',Ottawa_west,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','03 - Yield sign',0.999988,'P.D. only','P.D. only','04 - Sideswipe',Ottawa_east,0
Weekends,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.272724,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekday,Mid_Night,highway,'01 - Clear','07 - Dark','01 - Dry',Unknown,0.666661,'P.D. only','P.D. only','07 - SMV other',Ottawa_west,0
Weekday,Mid_Night,Road,'03 - Snow','07 - Dark','04 - Slush','10 - No control',0.846144,'P.D. only','P.D. only','07 - SMV other',downtown,0
Weekday,Noon,Road,'02 - Rain','03 - Dawn','02 - Wet','01 - Traffic signal',0.733326,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekends,Evening,Road,'03 - Snow','01 - Daylight','06 - Ice','10 - No control',0.764699,'P.D. only','P.D. only','07 - SMV other',mid_town,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.935479,'P.D. only','P.D. only','06 - SMV unattended vehicle',downtown,0
Weekday,Noon,Road,'03 - Snow','01 - Daylight','06 - Ice','10 - No control',0.799988,'P.D. only','P.D. only','07 - SMV other',mid_town,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.771427,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.874996,'P.D. only','P.D. only','04 - Sideswipe',mid_town,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.290321,'P.D. only','P.D. only','02 - Angle',mid_town,0
Weekday,Mid_Night,Road,'01 - Clear','05 - Dusk','01 - Dry','10 - No control',0.971829,'P.D. only','P.D. only','06 - SMV unattended vehicle',downtown,0
Weekday,Mid_Night,Road,'03 - Snow','07 - Dark','03 - Loose snow','10 - No control',0.862065,'P.D. only','P.D. only','07 - SMV other',Ottawa_west,0
Weekends,Evening,Road,'01 - Clear','01 - Daylight','04 - Slush','10 - No control',0.904756,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekday,Night,highway,'03 - Snow','05 - Dusk','01 - Dry','10 - No control',0.870964,'P.D. only','P.D. only','07 - SMV other',mid_town,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.999985,'P.D. only','P.D. only','06 - SMV unattended vehicle',Ottawa_west,0
Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.473684,'P.D. only','P.D. only','07 - SMV other',mid_town,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','02 - Wet','10 - No control',0.758619,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Noon,highway,'01 - Clear','03 - Dawn','01 - Dry','10 - No control',0.499991,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekends,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.882345,'P.D. only','P.D. only','07 - SMV other',Ottawa_south,0
Weekday,Night,Road,'02 - Rain','01 - Daylight','02 - Wet','10 - No control',0.749986,'P.D. only','P.D. only','03 - Rear end',Ottawa_west,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.643834,'P.D. only','P.D. only','02 - Angle',Ottawa_south,0
Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.599998,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekends,Afternoon,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control',0.999982,'P.D. only','P.D. only','07 - SMV other',Ottawa_east,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.666666,'P.D. only','P.D. only','99 - Other',downtown,0
Weekday,Mid_Night,Road,'04 - Freezing Rain','07 - Dark','04 - Slush','10 - No control',0.833331,'P.D. only','P.D. only','07 - SMV other',Ottawa_east,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',0.555547,'P.D. only','P.D. only','05 - Turning movement',downtown,0
Weekday,Night,Road,'03 - Snow','07 - Dark','03 - Loose snow','01 - Traffic signal',0.777765,'P.D. only','P.D. only','03 - Rear end',Ottawa_east,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.771427,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekends,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.714278,'P.D. only','P.D. only','05 - Turning movement',downtown,0
Weekends,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.999982,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',0.641023,'P.D. only','P.D. only','99 - Other',downtown,0
Weekends,Mid_Night,Road,'02 - Rain','07 - Dark','02 - Wet','01 - Traffic signal',0.759996,'P.D. only','P.D. only','99 - Other',Ottawa_east,0
Weekday,Noon,Road,'01 - Clear','01 - Daylight','06 - Ice','01 - Traffic signal',0.799994,'P.D. only','P.D. only','07 - SMV other',downtown,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.693877,'P.D. only','P.D. only','05 - Turning movement',Ottawa_west,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal',0.571426,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekends,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.99999,'P.D. only','P.D. only','06 - SMV unattended vehicle',downtown,0
Weekends,Evening,Road,'04 - Freezing Rain','01 - Daylight','03 - Loose snow','10 - No control',0.379308,'P.D. only','P.D. only','07 - SMV other',Ottawa_south,1
Weekday,Morning,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.757574,'P.D. only','P.D. only','07 - SMV other',Ottawa_south,0
Weekday,Night,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control',0.823526,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekday,Mid_Night,Road,'01 - Clear','05 - Dusk','01 - Dry','01 - Traffic signal',0.599999,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Night,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control',0.874992,'P.D. only','P.D. only','07 - SMV other',Ottawa_east,0
Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.866658,'P.D. only','P.D. only','04 - Sideswipe',mid_town,0
Weekday,Noon,Road,'01 - Clear','03 - Dawn','05 - Packed snow','10 - No control',0.942853,'P.D. only','P.D. only','06 - SMV unattended vehicle',Ottawa_east,0
Weekday,Evening,Road,'03 - Snow','01 - Daylight','02 - Wet','10 - No control',0.571423,'P.D. only','P.D. only','05 - Turning movement',downtown,0
Weekends,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.555551,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.333332,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.555553,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekends,Early_Morning,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.947365,'P.D. only','P.D. only','06 - SMV unattended vehicle',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.419353,'P.D. only','P.D. only','03 - Rear end',Ottawa_west,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','02 - Wet','01 - Traffic signal',0.679996,'P.D. only','P.D. only','05 - Turning movement',Ottawa_south,0
Weekends,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal',0.299998,'P.D. only','P.D. only','02 - Angle',Ottawa_west,0
Weekends,Mid_Night,Road,'01 - Clear','07 - Dark','05 - Packed snow','10 - No control',0.999995,'P.D. only','P.D. only','06 - SMV unattended vehicle',downtown,0
Weekday,Noon,Road,'01 - Clear','03 - Dawn','01 - Dry','01 - Traffic signal',0.999982,'P.D. only','P.D. only','04 - Sideswipe',Ottawa_east,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.333329,'P.D. only','P.D. only','05 - Turning movement',downtown,0
Weekends,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.807691,'P.D. only','P.D. only','07 - SMV other',downtown,0
Weekday,Night,highway,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control',0.836732,'P.D. only','P.D. only','04 - Sideswipe',Ottawa_east,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.773584,'P.D. only','P.D. only','04 - Sideswipe',Ottawa_east,0
Weekends,Afternoon,highway,'03 - Snow','01 - Daylight','05 - Packed snow','10 - No control',0.571423,'P.D. only','P.D. only','99 - Other',Ottawa_west,0
Weekday,Night,Road,'03 - Snow','01 - Daylight','04 - Slush','10 - No control',0.599991,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Night,Road,'02 - Rain','01 - Daylight','02 - Wet','01 - Traffic signal',0.624994,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','02 - Wet','10 - No control',0.812499,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.502824,'P.D. only','P.D. only','02 - Angle',mid_town,0
Weekday,Night,highway,'02 - Rain','01 - Daylight','02 - Wet','10 - No control',0.647057,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.384614,'P.D. only','P.D. only','05 - Turning movement',mid_town,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.546391,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.592232,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekends,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','02 - Stop sign',0.555547,'P.D. only','P.D. only','05 - Turning movement',mid_town,0
Weekday,Mid_Night,Road,'03 - Snow','07 - Dark','06 - Ice','10 - No control',0.999979,'P.D. only','P.D. only','06 - SMV unattended vehicle',downtown,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','06 - Ice','01 - Traffic signal',0.419353,'P.D. only','P.D. only','05 - Turning movement',downtown,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.565214,'P.D. only','P.D. only','02 - Angle',mid_town,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','02 - Wet','10 - No control',0.724134,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','05 - Packed snow','10 - No control',0.928567,'P.D. only','P.D. only','06 - SMV unattended vehicle',mid_town,0
Weekends,Early_Morning,highway,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.999985,'P.D. only','P.D. only','03 - Rear end',Ottawa_west,0
Weekday,Mid_Night,highway,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal',0.620688,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekends,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','10 - No control',0.818178,'P.D. only','P.D. only','04 - Sideswipe',mid_town,0
Weekday,Afternoon,Road,'02 - Rain','01 - Daylight','02 - Wet','10 - No control',0.701491,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Evening,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.913038,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.546391,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Mid_Night,Road,'02 - Rain','07 - Dark','02 - Wet','01 - Traffic signal',0.692306,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.904756,'P.D. only','P.D. only','07 - SMV other',Ottawa_west,0
Weekday,Noon,Road,'01 - Clear','01 - Daylight','06 - Ice','01 - Traffic signal',0.919995,'P.D. only','P.D. only','04 - Sideswipe',mid_town,0
Weekends,Night,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.66129,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekends,Night,Road,'01 - Clear','05 - Dusk','01 - Dry','10 - No control',0.733332,'P.D. only','P.D. only','02 - Angle',Ottawa_east,0
Weekday,Night,Road,'01 - Clear','07 - Dark','01 - Dry','02 - Stop sign',0.699997,'P.D. only','P.D. only','02 - Angle',mid_town,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','02 - Wet','01 - Traffic signal',0.523806,'P.D. only','P.D. only','07 - SMV other',mid_town,0
Weekends,Mid_Night,Road,'01 - Clear','05 - Dusk','01 - Dry','02 - Stop sign',0.549998,'P.D. only','P.D. only','02 - Angle',mid_town,0
Weekday,Night,Road,'01 - Clear','07 - Dark','06 - Ice','10 - No control',0.99999,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Night,highway,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.610388,'P.D. only','P.D. only','03 - Rear end',Ottawa_west,0
Weekday,Evening,Road,'00 - Unknown','01 - Daylight','00 - Unknown','01 - Traffic signal',0.714278,'P.D. only','P.D. only','05 - Turning movement',Ottawa_south,0
Weekday,Night,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.857138,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Evening,Road,'01 - Clear','01 - Daylight','06 - Ice','10 - No control',0.726315,'P.D. only','P.D. only','01 - Approaching',Ottawa_south,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.739128,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.407405,'P.D. only','P.D. only','05 - Turning movement',downtown,0
Weekends,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal',0.599991,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','02 - Wet','10 - No control',0.647053,'P.D. only','P.D. only','02 - Angle',Ottawa_west,0
Weekday,Mid_Night,Road,'03 - Snow','00 - Unknown','03 - Loose snow','10 - No control',0.999991,'P.D. only','P.D. only','06 - SMV unattended vehicle',downtown,0
Weekday,Noon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.80769,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.653543,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Night,Road,'02 - Rain','01 - Daylight','02 - Wet','10 - No control',0.698111,'P.D. only','P.D. only','06 - SMV unattended vehicle',downtown,0
Weekday,Mid_Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal',0.999989,'P.D. only','P.D. only','05 - Turning movement',Ottawa_east,0
Weekday,Night,highway,'01 - Clear','01 - Daylight','01 - Dry','10 - No control',0.857138,'P.D. only','P.D. only','04 - Sideswipe',downtown,0
Weekday,Night,Road,'03 - Snow','01 - Daylight','03 - Loose snow','10 - No control',0.764699,'P.D. only','P.D. only','07 - SMV other',Ottawa_south,0
Weekday,Mid_Night,Road,'04 - Freezing Rain','07 - Dark','01 - Dry','10 - No control',0.694116,'P.D. only','P.D. only','04 - Sideswipe',Ottawa_east,0
Weekday,Night,Road,'01 - Clear','07 - Dark','04 - Slush','01 - Traffic signal',0.368418,'P.D. only','P.D. only','05 - Turning movement',mid_town,0
Weekends,Mid_Night,Road,'01 - Clear','07 - Dark','02 - Wet','10 - No control',0.888882,'P.D. only','P.D. only','06 - SMV unattended vehicle',Ottawa_west,0
Weekday,Night,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.199998,'P.D. only','P.D. only','05 - Turning movement',Ottawa_west,0
Weekday,Night,highway,'01 - Clear','01 - Daylight','02 - Wet','01 - Traffic signal',0.882345,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','01 - Dry','01 - Traffic signal',0.624994,'P.D. only','P.D. only','02 - Angle',downtown,0
Weekday,Night,Road,'01 - Clear','07 - Dark','01 - Dry','01 - Traffic signal',0.999985,'P.D. only','P.D. only','03 - Rear end',downtown,0
Weekday,Afternoon,Road,'01 - Clear','01 - Daylight','06 - Ice','01 - Traffic signal',0.774192,'P.D. only','P.D. only','03 - Rear end',mid_town,0
Weekday,Night,Road,'02 - Rain','01 - Daylight','02 - Wet','01 - Traffic signal',0.624994,'P.D. only','P.D. only','03 - Rear end',downtown,0
