Instance_number,COLLISION_CLASSIFICATION,X,Y,Cluster
571,'P.D. only',370367.3125,5031961,cluster1
572,'P.D. only',366430.5,5029832.5,cluster1
573,'P.D. only',369224,5027992.5,cluster1
574,'P.D. only',367937.375,5030522.5,cluster1
575,'P.D. only',365281.5,5028353.5,cluster1
576,'P.D. only',377600.8438,5035612,cluster4
577,'P.D. only',374438.6875,5032576.5,cluster1
578,'P.D. only',367393.3438,5016487,cluster0
579,Injury,359803.9688,5024038,cluster3
580,'P.D. only',372774.3125,5034402,cluster1
581,'P.D. only',374490.7188,5032616,cluster1
582,'P.D. only',367913.0938,5030194.5,cluster1
583,'P.D. only',362826.7813,5023274,cluster3
584,'P.D. only',371287,5032809,cluster1
585,'P.D. only',367370.0313,5021420,cluster3
586,'P.D. only',373582.0938,5018261.5,cluster0
587,'P.D. only',366766.9063,5030950,cluster1
588,Injury,367392.5,5021526.5,cluster3
589,'P.D. only',374508.375,5028612.5,cluster1
590,'P.D. only',360505,5024484,cluster3
591,'P.D. only',371748.875,5033918,cluster1
592,'P.D. only',365090.1875,5017906.5,cluster3
593,'P.D. only',374862.4688,5031005,cluster1
594,'P.D. only',368111.6563,5029603.5,cluster1
595,'P.D. only',372680.6563,5030107.5,cluster1
596,'P.D. only',392486.375,5026570,cluster4
597,Injury,367018.7188,5031290.5,cluster1
598,'P.D. only',368190.1563,5022962.5,cluster3
599,'P.D. only',365827.8438,5021058,cluster3
600,Injury,367264.4063,5031254.5,cluster1
601,Injury,374119.7813,5022655.5,cluster3
602,'P.D. only',364067.7813,5027200.5,cluster3
603,'P.D. only',356456.9063,5022063,cluster2
604,'P.D. only',366007.5313,5015351,cluster0
605,'P.D. only',390400.125,5014186.5,cluster0
606,'P.D. only',370846.125,5023768,cluster3
607,'P.D. only',375381.125,5021576,cluster3
608,'P.D. only',351234.3438,5019313,cluster2
609,'P.D. only',363147.3125,5020970.5,cluster3
610,'P.D. only',349031.7813,5018079,cluster2
611,'P.D. only',381100.7188,5035665,cluster4
612,'P.D. only',373704.8125,5030416,cluster1
613,'P.D. only',368691.875,5032530.5,cluster1
614,'P.D. only',359551.625,5019469,cluster3
615,'P.D. only',379866.125,5036476,cluster4
616,'P.D. only',381213.0625,5036281.5,cluster4
617,'P.D. only',374933.9688,5027809.5,cluster1
618,'P.D. only',364643,5021942.5,cluster3
619,'P.D. only',350346.4688,5016589,cluster2
620,'P.D. only',369084.625,5027760,cluster1
621,'P.D. only',368142.1875,5031236.5,cluster1
622,'P.D. only',367875.9375,5028190.5,cluster1
623,'P.D. only',376536,5035130.5,cluster4
624,'P.D. only',373788.4063,5027153,cluster1
625,'P.D. only',373289,5029382,cluster1
626,'P.D. only',368274.9063,5032276,cluster1
627,'P.D. only',368577.875,5032077.5,cluster1
628,'P.D. only',372497.5,5005645,cluster0
629,'P.D. only',366354.2813,5024775,cluster3
630,'P.D. only',366432.2813,5030622,cluster1
631,'P.D. only',371606.9375,5024101,cluster3
632,'P.D. only',392924.3438,5040978,cluster4
633,'P.D. only',365282.5,5029450.5,cluster1
634,Injury,373401.3125,5020646.5,cluster3
635,'P.D. only',369089.7813,5027765.5,cluster1
636,'P.D. only',370587.5313,5030467.5,cluster1
637,'P.D. only',365723.2188,5016329.5,cluster0
638,'P.D. only',352895.0313,5020689.5,cluster2
639,'P.D. only',369138.9063,5033498,cluster1
640,'P.D. only',356385.75,5022482,cluster2
641,'P.D. only',373274.5,5029603,cluster1
642,'P.D. only',357068.4375,5020457.5,cluster2
643,'P.D. only',351483.75,5012550.5,cluster2
644,'P.D. only',368434.4063,5010162,cluster0
645,'P.D. only',362044.7188,5023362.5,cluster3
646,'P.D. only',363778.6875,5028647,cluster3
647,'P.D. only',379858.9375,5036469.5,cluster4
648,'P.D. only',363669.7813,5021260,cluster3
649,Injury,372873.3125,5030585.5,cluster1
650,'P.D. only',364308.7813,5028958,cluster1
651,'P.D. only',359187.8438,5023589,cluster3
652,'P.D. only',370508.625,5023406,cluster3
653,'P.D. only',376387.4688,5034804,cluster4
654,'P.D. only',372418.5313,5024543.5,cluster3
655,Injury,372101.8125,5032478.5,cluster1
656,'P.D. only',378663.375,5037500.5,cluster4
657,'P.D. only',354797.7188,5015584,cluster2
658,'P.D. only',366617.8125,5029418,cluster1
659,Injury,370367.5313,5028469,cluster1
660,'P.D. only',374477.6563,5033182.5,cluster1
661,'P.D. only',368241.125,5032508,cluster1
662,'P.D. only',368323,5032417,cluster1
663,'P.D. only',362968.7813,5026426.5,cluster3
664,'P.D. only',364911.0938,5027534,cluster3
665,'P.D. only',370014.25,5033037.5,cluster1
666,'P.D. only',366894.625,5022429,cluster3
667,'P.D. only',361428.4688,5027001.5,cluster3
668,'P.D. only',384653.9688,5039353.5,cluster4
669,'P.D. only',350941.6875,5016078,cluster2
670,'P.D. only',366110.8438,5008832.5,cluster0
671,'P.D. only',365837.875,5022390.5,cluster3
672,Injury,350941.6875,5016080.5,cluster2
673,'P.D. only',353301.8125,5017383,cluster2
674,'P.D. only',374506.8125,5033198,cluster1
675,'P.D. only',361106.6875,5021370.5,cluster3
676,'P.D. only',372300.4375,5032490.5,cluster1
677,Injury,374506.8125,5033200.5,cluster1
678,'P.D. only',366555.8438,5025088,cluster3
679,'P.D. only',374717.4688,5010621.5,cluster0
680,'P.D. only',365634.9688,5028176.5,cluster1
681,Injury,379935.9375,5026237,cluster1
682,Injury,376435.7188,5034910.5,cluster4
683,'P.D. only',344407.4688,5015503,cluster2
684,'P.D. only',383353.4375,5033683,cluster4
685,'P.D. only',384351.8438,5039991.5,cluster4
686,'P.D. only',352134.7813,5017177,cluster2
687,'P.D. only',357904.9688,5018497.5,cluster2
688,'P.D. only',374507.7188,5033199,cluster1
689,'P.D. only',348834.25,5014399.5,cluster2
690,'P.D. only',365999.5,5030815,cluster1
691,'P.D. only',370555.0625,5004454,cluster0
692,'P.D. only',381382.4375,5038729,cluster4
693,'P.D. only',368044.7813,5023791.5,cluster3
694,Injury,369605.7188,5033910,cluster1
695,'P.D. only',352935.3438,5020260.5,cluster2
696,'P.D. only',365489.4063,5029330,cluster1
697,'P.D. only',389932.7188,5042630,cluster4
698,'P.D. only',374511.0625,5028614.5,cluster1
699,'P.D. only',370815.625,5031013.5,cluster1
700,Injury,375827.6563,5029086.5,cluster1
701,'P.D. only',372444.4375,5031620.5,cluster1
702,'P.D. only',369548.625,5026789.5,cluster1
703,'P.D. only',368105.9063,5027772.5,cluster1
704,'P.D. only',364357.8125,5024893.5,cluster3
705,'P.D. only',363247.75,5022283,cluster3
706,'P.D. only',368133.875,5030120,cluster1
707,'P.D. only',345903.7188,5013399.5,cluster2
708,'P.D. only',350462.2188,5019038.5,cluster2
709,'P.D. only',350125.1563,5013937.5,cluster2
710,'P.D. only',371927.8438,5024177.5,cluster3
711,'P.D. only',376118.75,5035131.5,cluster4
712,'P.D. only',369553.8438,5033600.5,cluster1
713,'P.D. only',365771.875,5023876.5,cluster3
714,'P.D. only',367412.8125,5031723,cluster1
715,'P.D. only',375175.9063,5028740,cluster1
716,'P.D. only',368929.9063,5026217.5,cluster3
717,'P.D. only',365383.4375,5017202.5,cluster0
718,'P.D. only',375641.5938,5020599,cluster3
719,'P.D. only',368017.5,5030321.5,cluster1
720,'P.D. only',349851.125,5023423,cluster2
721,'P.D. only',356787.7813,5020289.5,cluster2
722,'P.D. only',374445.3438,5029963,cluster1
723,'P.D. only',368697.4375,5024971.5,cluster3
724,'P.D. only',355234.625,5014499,cluster2
725,Injury,368707.6563,5032815,cluster1
726,'P.D. only',368081.8125,5030168,cluster1
727,'P.D. only',364170.4063,5014943.5,cluster0
728,Injury,364279.2813,5027496.5,cluster3
729,'P.D. only',364888.4688,5026570.5,cluster3
730,'P.D. only',351275.125,5018183,cluster2
731,'P.D. only',368466.4688,5027234.5,cluster1
732,Injury,363742.375,5023111.5,cluster3
733,'P.D. only',368080.9063,5030170,cluster1
734,'P.D. only',373146.125,5025357.5,cluster1
735,'P.D. only',366432.2813,5030624.5,cluster1
736,'P.D. only',370152.2188,5023124.5,cluster3
737,Injury,368205.8125,5032227,cluster1
738,Injury,372403.25,5024542,cluster3
739,'P.D. only',385323.4688,5038411,cluster4
740,'P.D. only',369104.4063,5030147.5,cluster1
741,'P.D. only',375397.0625,5014485,cluster0
742,'P.D. only',370438.125,5029081,cluster1
743,Injury,363170.375,5016536,cluster0
744,'P.D. only',383176.9688,5038010,cluster4
745,'P.D. only',358782.1563,5022153,cluster3
746,'P.D. only',368071.125,5030659,cluster1
747,'P.D. only',372769.7813,5024774,cluster3
748,Injury,370124.8438,5029602.5,cluster1
749,'P.D. only',374505.0313,5033200.5,cluster1
750,'P.D. only',371518.0313,5021470,cluster3
751,'P.D. only',382006.9375,5035545,cluster4
752,'P.D. only',361767.6875,5025729.5,cluster3
753,'P.D. only',362180.6875,5024693.5,cluster3
754,'P.D. only',374736.7813,5028527.5,cluster1
755,Injury,365860.1875,5025214,cluster3
756,'P.D. only',364865.8125,5026493.5,cluster3
757,'P.D. only',363671.5938,5021247.5,cluster3
758,'P.D. only',365383.6563,5025541.5,cluster3
759,'P.D. only',370803.125,5031402.5,cluster1
760,'P.D. only',373418.0313,5027769.5,cluster1
761,'P.D. only',357908.5625,5018497.5,cluster2
762,'P.D. only',373706.3438,5028540.5,cluster1
763,'P.D. only',367327.6875,5029643,cluster1
764,'P.D. only',374764.875,5028544,cluster1
765,'P.D. only',350248.625,5015462.5,cluster2
766,'P.D. only',364534.0625,5025001,cluster3
767,'P.D. only',370855.3125,5024837.5,cluster3
768,Injury,356399.25,5020057,cluster2
769,'P.D. only',366408.5625,4999412,cluster0
770,'P.D. only',368432.1875,5033070,cluster1
771,'P.D. only',384985.7188,5037521,cluster4
772,Injury,368154,5029986.5,cluster1
773,'P.D. only',372750.5313,5032176.5,cluster1
774,'P.D. only',366259.5313,5030241,cluster1
775,'P.D. only',351992.625,5019959,cluster2
776,'P.D. only',362455.875,5024010,cluster3
777,Injury,375575.125,5031441.5,cluster1
778,'P.D. only',352682,5017686.5,cluster2
779,'P.D. only',365927.5625,5026592,cluster3
780,'P.D. only',369087.125,5027763.5,cluster1
781,'P.D. only',362373.0938,5014555,cluster0
782,'P.D. only',389866.1563,5042616.5,cluster4
783,Injury,370370.2188,5027761,cluster1
784,Injury,369081.6875,5027763,cluster1
785,'P.D. only',382608.0625,5035654.5,cluster4
786,'P.D. only',370223.1875,5032692.5,cluster1
787,'P.D. only',373952.4063,5029855.5,cluster1
788,'P.D. only',364655.7188,5024183.5,cluster3
789,Injury,372859.8125,5030581.5,cluster1
790,'P.D. only',372938.0938,5025038.5,cluster1
791,'P.D. only',367255,5031631.5,cluster1
792,'P.D. only',348655.4375,5002914,cluster2
793,'P.D. only',366578.3125,5025047,cluster3
794,'P.D. only',368262.8438,5032953,cluster1
795,'P.D. only',379794.1875,5036588.5,cluster4
796,'P.D. only',363671.5938,5021247,cluster3
797,'P.D. only',356133,5006106,cluster0
798,'P.D. only',372217.0313,5011241,cluster0
799,'P.D. only',364795.7188,5027657.5,cluster3
800,'P.D. only',368863,5028352,cluster1
801,'P.D. only',389867.9688,5042620.5,cluster4
802,'P.D. only',366379.0938,5030749.5,cluster1
803,'P.D. only',365078.8125,5017732.5,cluster3
804,Injury,381301.8438,5035898,cluster4
805,'P.D. only',369047.7188,5027754,cluster1
806,'P.D. only',359717.6875,5019557.5,cluster3
807,'P.D. only',367305.125,5025023,cluster3
808,'P.D. only',365050.7188,5013483.5,cluster0
809,'P.D. only',371547.5,5033823,cluster1
810,'P.D. only',375435.9375,5021423,cluster3
811,Injury,375831.1563,5029085.5,cluster1
812,'P.D. only',382128.25,5035263,cluster4
813,'P.D. only',365412.4375,5025552.5,cluster3
814,'P.D. only',368239.7188,5029791,cluster1
815,'P.D. only',364519.9063,5024056.5,cluster3
816,'P.D. only',357112.5,5020366,cluster2
817,'P.D. only',363432.2813,5028305.5,cluster3
818,'P.D. only',352516.875,5009457.5,cluster2
819,'P.D. only',378226.3125,5030466,cluster4
820,'P.D. only',359056.875,5022750.5,cluster3
821,'P.D. only',372141.8438,5030423,cluster1
822,Injury,375175,5028744.5,cluster1
823,'P.D. only',356780.75,5015892,cluster2
824,'P.D. only',368225.5313,5033704.5,cluster1
825,Injury,365590.6875,5010928,cluster0
826,'P.D. only',348556.3438,5010012.5,cluster2
827,'P.D. only',371601.375,5032095.5,cluster1
828,Injury,373096.125,5030012.5,cluster1
829,'P.D. only',370827.625,5033478,cluster1
830,'P.D. only',363264.3125,5028318,cluster3
831,Injury,371735.7813,5032109.5,cluster1
832,'P.D. only',363596.9375,5021395,cluster3
833,'P.D. only',371393.5625,5033121.5,cluster1
834,Injury,373039.4688,5034172,cluster1
835,'P.D. only',361601.1875,5026415.5,cluster3
836,'P.D. only',376775.4688,5005502.5,cluster0
837,'P.D. only',367121.9063,5025928,cluster3
838,Injury,368132.7188,5026633,cluster3
839,'P.D. only',367314.8438,5025655.5,cluster3
840,'P.D. only',360530.2813,5023312,cluster3
841,'P.D. only',366937.4375,5016801.5,cluster0
842,'P.D. only',375045.9375,5031122.5,cluster1
843,'P.D. only',364235.375,5025201,cluster3
844,Injury,374584.125,5036041.5,cluster4
845,'P.D. only',373520.1875,5029002.5,cluster1
846,'P.D. only',368927.375,5028692.5,cluster1
847,'P.D. only',381596.5313,5038192,cluster4
848,'P.D. only',367908.6563,5032895,cluster1
849,Injury,365817.1875,5029907,cluster1
850,'P.D. only',360839.6875,5024935,cluster3
851,'P.D. only',364741.125,5024009.5,cluster3
852,Injury,368438.8438,5027276.5,cluster1
853,'P.D. only',361264.4688,5025428,cluster3
854,'P.D. only',381665.1563,5032772.5,cluster4
855,'P.D. only',367371.5,5025698.5,cluster3
856,Injury,373594.125,5028796,cluster1
857,'P.D. only',353005.6875,5017124,cluster2
858,'P.D. only',363065.375,5021743,cluster3
859,Injury,363674.2813,5021249.5,cluster3
860,'P.D. only',374797.3125,5033372.5,cluster1
861,'P.D. only',364620.0625,5014979.5,cluster0
862,'P.D. only',376152.875,5034344,cluster4
863,'P.D. only',372007.7188,5034040,cluster1
864,'P.D. only',380566.8438,5036175,cluster4
865,'P.D. only',340860.5625,5002769,cluster2
866,'P.D. only',389858.0625,5042619.5,cluster4
867,'P.D. only',381995.8438,5038000,cluster4
868,'P.D. only',357143.8438,5018153.5,cluster2
869,'P.D. only',367447.9375,5022067.5,cluster3
870,'P.D. only',361601.0625,5020227.5,cluster3
871,'P.D. only',349861.9063,5023399,cluster2
872,'P.D. only',369529.4375,5030875,cluster1
873,'P.D. only',371394.75,5026577,cluster1
874,'P.D. only',361805.6875,5025626,cluster3
875,'P.D. only',349658,5023619.5,cluster2
876,'P.D. only',368662.125,5030478.5,cluster1
877,'P.D. only',374924.5313,5031181.5,cluster1
878,'P.D. only',353379.8125,5019151,cluster2
879,'P.D. only',376295.4375,5034637,cluster4
880,Injury,375043.2188,5031121,cluster1
881,'P.D. only',364980.7188,5029454,cluster1
882,'P.D. only',392561.0625,5026365,cluster4
883,'P.D. only',374956.1875,5000993,cluster0
884,'P.D. only',366255.5313,5030104.5,cluster1
885,'P.D. only',367339.9375,5027001,cluster3
886,'P.D. only',391266.5938,5040261,cluster4
887,'P.D. only',367995.4688,5030519,cluster1
888,'P.D. only',368251.8125,5031055,cluster1
889,'P.D. only',385631.7813,5036891.5,cluster4
890,'P.D. only',365333.7188,5027388,cluster3
891,'P.D. only',366262.7813,5015116,cluster0
892,Injury,368414.2188,5024853,cluster3
893,Injury,361633.6875,5023208,cluster3
894,'P.D. only',381502.3125,5037818,cluster4
895,'P.D. only',370610.1563,5034978,cluster1
896,'P.D. only',372692.9375,5022333.5,cluster3
897,'P.D. only',390258.0625,5020332,cluster4
898,'P.D. only',336475.8125,5041155.5,cluster2
899,'P.D. only',375328,5033249.5,cluster1
900,'P.D. only',394422.2813,5043001.5,cluster4
901,'P.D. only',375356.8438,5021618.5,cluster3
902,'P.D. only',372901.9375,5027464.5,cluster1
903,'P.D. only',379236.9375,5037373.5,cluster4
904,'P.D. only',372608.1563,5023365.5,cluster3
905,'P.D. only',368370.8125,5031799.5,cluster1
906,'P.D. only',367919.0938,5034092.5,cluster1
907,'P.D. only',366539.0625,5014862.5,cluster0
908,'P.D. only',366129.8125,5026113,cluster3
909,'P.D. only',348807,5022881,cluster2
910,'P.D. only',362291.2188,5013545,cluster0
911,'P.D. only',367049.25,5026814.5,cluster3
912,'P.D. only',374064.25,5025652,cluster1
913,'P.D. only',357489.4688,5008701,cluster0
914,'P.D. only',374215.25,5026185.5,cluster1
915,'P.D. only',337908.5938,5040148,cluster2
916,'P.D. only',383699.9375,5036060.5,cluster4
917,'P.D. only',356854.75,5013030,cluster0
918,Injury,389747.0313,5025322,cluster4
919,'P.D. only',364602.5,4998245,cluster0
920,'P.D. only',383538.0625,5035991.5,cluster4
921,Injury,356938.25,5015514,cluster2
922,'P.D. only',368050.8125,5030697,cluster1
923,'P.D. only',375526.25,5021231.5,cluster3
924,'P.D. only',364422.5,5027168.5,cluster3
925,'P.D. only',372279.5938,5030372.5,cluster1
926,'P.D. only',354077.875,5017237,cluster2
927,'P.D. only',370340.5625,5025952,cluster3
928,'P.D. only',368315.0313,5032190,cluster1
929,'P.D. only',353233.0313,5022912,cluster2
930,'P.D. only',369307.0938,5032767.5,cluster1
931,'P.D. only',369742.4375,5027293.5,cluster1
932,'P.D. only',361291.0625,5015671.5,cluster0
933,Injury,368339.4063,5029549.5,cluster1
934,'P.D. only',367256.3125,5029801,cluster1
935,'P.D. only',364413.4688,5024785,cluster3
936,'P.D. only',365861.0938,5021356,cluster3
937,'P.D. only',360529.875,5023306,cluster3
938,'P.D. only',369234,5033655,cluster1
939,'P.D. only',363645.875,5024337.5,cluster3
940,'P.D. only',356854.3125,5006352,cluster0
941,'P.D. only',367117.5,5030566.5,cluster1
942,'P.D. only',372096.4063,5032474,cluster1
943,'P.D. only',383406.4688,5036769,cluster4
944,'P.D. only',375032.1875,5027268.5,cluster1
945,'P.D. only',366686.6875,5018807,cluster3
946,'P.D. only',365101.7188,5024010.5,cluster3
947,Injury,362700,5023490,cluster3
948,'P.D. only',359795.4688,5022155,cluster3
949,'P.D. only',366708.25,5018806,cluster3
950,'P.D. only',369944.625,5029320.5,cluster1
951,'P.D. only',354573.3125,5016753,cluster2
952,'P.D. only',362067.7813,5025928,cluster3
953,'P.D. only',373649.125,5027895,cluster1
954,Injury,365315.5938,5028275,cluster1
955,'P.D. only',363225.6875,5028299.5,cluster3
956,'P.D. only',369828,5022921.5,cluster3
957,'P.D. only',360591.25,5025194.5,cluster3
958,'P.D. only',369941,5029320.5,cluster1
959,'P.D. only',357173,5020512,cluster2
960,'P.D. only',368243.7188,5030393,cluster1
961,'P.D. only',363937.2813,5014792,cluster0
962,'P.D. only',380516.5625,5037627,cluster4
963,'P.D. only',363040.1875,5028063.5,cluster3
964,'P.D. only',355065.1875,5019242.5,cluster2
965,'P.D. only',368954.7813,5031841,cluster1
966,'P.D. only',373217.0625,5029441,cluster1
967,'P.D. only',368146.125,5023135.5,cluster3
968,'P.D. only',368513.5,5032416.5,cluster1
969,'P.D. only',365098.1875,5023168.5,cluster3
970,'P.D. only',372788.6875,5032088.5,cluster1
971,'P.D. only',374554.0938,4997066,cluster0
972,Injury,367388.0938,5022335.5,cluster3
973,'P.D. only',354271.8438,5016924.5,cluster2
974,'P.D. only',362405.0313,5026082,cluster3
975,Injury,366368.3125,5030746,cluster1
976,'P.D. only',354124.625,5017289.5,cluster2
977,'P.D. only',373183.375,5029452,cluster1
978,Injury,362861.7813,5028024.5,cluster3
979,Injury,369993.9063,5026855,cluster1
980,Injury,367521,5031200.5,cluster1
981,Injury,326803.0313,5041088,cluster2
982,'P.D. only',360595,5022585,cluster3
983,'P.D. only',363704.9688,5026445,cluster3
984,'P.D. only',365346.875,5028002.5,cluster3
985,'P.D. only',383640.9688,5036900.5,cluster4
986,'P.D. only',363830.9688,5020906.5,cluster3
987,'P.D. only',363679.6875,5021247.5,cluster3
988,Injury,372079.3125,5032509.5,cluster1
989,'P.D. only',368787.4375,5009860,cluster0
990,'P.D. only',368124.625,5026630.5,cluster3
991,'P.D. only',373375.6563,5031689.5,cluster1
992,'P.D. only',368999,5030562.5,cluster1
993,'P.D. only',350276.9375,5019419.5,cluster2
994,'P.D. only',373292.7813,5029380.5,cluster1
995,'P.D. only',368161.5938,5032974.5,cluster1
996,'P.D. only',367423.8125,5031355,cluster1
997,'P.D. only',372548.9063,5031698,cluster1
998,'P.D. only',368442.5625,5027265.5,cluster1
999,'P.D. only',362135.75,5024806.5,cluster3
1000,'P.D. only',333159.625,5040898.5,cluster2
1001,'P.D. only',367460.5,5021891,cluster3
1002,'P.D. only',373984.4063,5027658,cluster1
1003,'P.D. only',349739.625,5023530.5,cluster2
1004,'P.D. only',365551.5625,5022101,cluster3
1005,'P.D. only',366872.8125,5026440.5,cluster3
1006,'P.D. only',382640.4375,5035573,cluster4
1007,'P.D. only',372746.9063,5032173.5,cluster1
